Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales growth 3Years,Profit growth 3Years,Average return on capital employed 3Years,Average return on equity 3Years,YOY Quarterly sales growth,YOY Quarterly opm growth,YOY Quarterly profit growth,Return over 10years,Profit growth 10Years
Sturdy Industrie,530611,,Aluminium and Aluminium Products,0.46,6.96,-59.72,55.91,-23.73,,-82.89,-255.08,117.95,-16.49,-4.66
Richa Industries,532766,,Construction,2.96,6.94,-43.31,16.06,-34.53,,-31.07,-3472.15,-1103.36,-13.62,
Ascensive Educa.,543443,,Miscellaneous,21.50,6.90,13.40,43.07,17.98,21.50,,,,,
Shraddha Prime,531771,,Miscellaneous,15.12,6.89,0.00,-13.28,-4.88,-18.09,-100.00,,66.67,,
CHD Chemicals,539800,,Trading,6.81,6.89,-25.24,-37.65,3.92,1.98,-69.65,306.25,115.79,,
KCL Infra,531784,,Construction,2.61,6.88,22.74,18.29,4.16,1.87,370.28,313.33,1050.00,-17.88,15.87
OTCO Intl,523151,,Miscellaneous,5.30,6.88,93.45,30.97,6.91,10.55,-100.00,,-183.33,,17.06
Shahi Shipping,526508,,Shipping,4.74,6.87,-2.72,25.87,-7.19,-37.98,10.38,98.66,81.90,-6.32,
Alfa Transformer,517546,,Electric Equipment,7.50,6.86,-46.87,,-17.99,-32.00,-50.98,52.04,91.76,-10.28,-12.01
Flora Textiles,530705,,Textiles - Processing,11.40,6.84,68.94,44.84,,,-61.54,-13.33,-103.45,,9.97
N D Metal Inds.,512024,,Mining / Minerals / Metals,27.55,6.83,-67.28,,-2.72,-6.62,,,140.00,-10.39,7.09
Decorous Investm,539405,,Trading,19.80,6.83,39.49,91.29,1.06,0.77,37.50,133.05,185.71,,
Jain Studios,532033,JAINSTUDIO,Entertainment / Electronic Media Software,2.38,6.81,-77.93,-16.21,-4.02,-1.74,-100.00,,17.31,-9.56,5.23
Easun Reyrolle,532751,EASUNREYRL,Electric Equipment,2.22,6.81,-2.62,20.41,-1.68,-10.50,,,,-27.48,
Yaan Enterprises,538521,,Travel Agencies,21.95,6.80,-42.70,,2.48,1.39,-38.75,-22.40,40.00,,
Continental Seed,,CONTI,Miscellaneous,6.80,6.80,6.04,-23.55,5.97,3.41,,,,,
Nanavati Venture,543522,,Trading,41.25,6.80,224.19,,2.79,1.93,,,,,
Tarini Internat.,538496,,Engineering - Turnkey Services,5.18,6.73,20.11,63.23,0.04,3.41,,,,,
Anka India,531673,,Plastics Products,10.70,6.71,,,-3.12,-6.34,,,-75.00,,1.01
Bhoruka Alum.,506027,,Aluminium and Aluminium Products,1.22,6.70,,21.59,-1.05,-1.34,,,-83.33,-3.21,
Panache Innovat.,538742,,Trading,15.25,6.70,0.32,-57.47,3.20,-0.59,-29.20,-103.85,-111.11,,11.61
NMS Resources,522289,,Miscellaneous,22.25,6.70,,,,,-124.63,,-126.89,14.49,
52 Weeks Enter.,531925,,Entertainment / Electronic Media Software,1.92,6.69,,10.29,-11.44,-18.32,,,-1880.00,,
SVP Housing,539041,,Construction,5.98,6.69,,,-2.30,-2.60,,,,,
Fraser & Company,539032,,Trading,8.23,6.68,116.94,154.95,21.11,16.16,-49.88,-1.56,-45.28,,15.07
V B Industries,539123,,Trading,5.09,6.67,,-17.02,-1.70,-1.70,-81.25,-318.45,42.71,,
Majestic Researc,539229,,Miscellaneous,6.65,6.67,-76.89,,-8.69,-18.11,,,,,
A and M Jumbo,,AMJUMBO,Packaging,6.35,6.67,-24.09,-55.91,6.98,4.04,,,,,
Jatalia Global,519319,,Trading,4.45,6.66,,,-13.03,-24.39,,,-367.89,-20.69,
Seasons Textiles,514264,,Textiles - Processing,8.90,6.66,-10.94,,3.39,-1.30,86.73,-40.99,128.00,10.81,
Sybly Industries,531499,,Textiles - Cotton/Blended,7.24,6.62,-31.77,14.59,-4.29,-13.56,-31.89,-213.41,780.00,-7.39,6.50
Iykot Hitech,522245,,Engineering,10.82,6.58,-1.81,-23.11,2.89,1.68,-25.83,6.17,24.00,-4.04,-9.62
Jindal Leasefin,539947,,Finance & Investments,21.80,6.56,-52.95,28.28,6.48,6.62,,,3500.00,,
Jattashankar Ind,514318,,Textiles - Processing,14.87,6.53,-1.48,-15.35,4.63,3.35,5.35,24.75,58.33,,-0.94
Kandagiri Spinng,521242,KANDAGIRI,Textiles - Cotton/Blended,16.95,6.52,-64.20,27.12,-12.41,,-85.02,-218.15,166.67,-13.18,
Mayukh Dealtrade,539519,,Trading,10.15,6.50,213.46,32.64,6.09,4.48,-51.11,-304.56,-306.25,,
Norben Tea,519528,NORBTEAEXP,Tea,5.50,6.46,3.40,5.73,2.53,-1.61,-22.68,-600.97,-72.50,0.76,
Bothra Metals,535279,,Aluminium and Aluminium Products,3.49,6.46,-83.23,,-1.83,-6.95,,,,,
Rama Petrochem,500358,RAMAPETRO,Trading,6.11,6.40,77.28,25.69,,,150.00,,131.37,2.46,6.05
United Credit,531091,,Finance & Investments,11.95,6.37,0.75,-28.94,4.79,3.30,30.99,42.85,4.00,-5.53,0.27
Shukra Bullions,531506,,Diamond Cutting / Jewellery,12.69,6.37,65.58,,0.07,0.12,20612.50,-99.57,-12.50,1.12,
Incon Engineers,531594,,Engineering,14.70,6.36,34.26,24.36,18.66,33.96,-97.56,-1006.65,-118.27,13.73,
MFS Intercorp,513721,,Mining / Minerals / Metals,14.70,6.35,608.51,273.25,5.66,33.06,,,,5.96,
PAE,517230,PAEL,Auto Ancillaries,6.06,6.32,,22.49,,,,,112.28,-8.93,6.35
Trimurthi,536565,,Finance & Investments,7.80,6.32,-7.07,,-20.44,-21.79,-72.51,-81.88,58.84,,
Milestone Furn.,541337,,Miscellaneous,6.80,6.32,,,-3.22,-3.25,,,,,
Sharanam Infra,539584,,Construction,1.26,6.30,,28.92,-0.53,-0.72,,,-400.00,,
Nexus Surgical,538874,,Trading,11.48,6.28,3.90,66.75,,,-100.00,,-110.00,,
Photoquip India,526588,,Photographic And Allied Products,13.05,6.27,-31.11,-36.69,-3.50,-17.25,18.09,42.85,3.20,-9.13,
Ganesh Films,541703,,Entertainment / Electronic Media Software,20.80,6.26,-79.27,,-2.75,-5.50,,,,,
Shelter Infra,526839,,Construction,17.50,6.25,-13.21,,1.72,-2.05,33.33,61.33,4.88,-4.35,5.97
Sungold Media,541799,,Miscellaneous,12.50,6.25,4.38,0.00,0.41,0.18,-23.08,-77.06,-96.97,,
Indo-City Info.,532100,,Finance & Investments,6.00,6.24,42.40,25.40,-3.84,-2.93,166.96,87.51,72.34,2.58,
Konark Synth,514128,,Textiles - Processing,10.70,6.22,-19.73,19.53,-15.92,,-8.71,99.08,103.50,-6.95,
Mathew Easow Res,511688,,Finance & Investments,9.29,6.18,-11.16,,1.28,-1.40,-10.34,-21.92,-2625.00,-19.57,
Sh. Rajas. Synt.,503837,SHRERAJSYN,Textiles - Spinning - Synthetic / Blended,4.50,6.17,-33.41,-9.94,-11.21,,3.78,-220.41,-260.42,-10.14,
KD Leisures,540385,,Finance & Investments,19.00,6.16,-41.75,-22.72,1.54,0.93,250.00,100.95,100.00,,28.21
Marg Techno-Proj,540254,,Finance & Investments,10.21,6.13,94.53,227.11,7.54,4.90,-29.29,-74.47,43.48,,
Regency Ceramics,515018,REGENCERAM,Ceramics - Tiles / Sanitaryware,3.34,6.10,,-1.97,-15.87,,,,-5.36,-5.02,5.98
Rajputana Invest,539090,,Trading,19.80,6.10,,-20.63,0.65,0.43,33.33,,,,0.00
Siddha Ventures,530439,,Finance & Investments,6.10,6.10,,91.29,4.25,4.11,,,-85.61,19.70,40.51
Indo-Global,539433,,Construction,9.56,6.09,,,-2.84,-6.56,,,0.00,,
Euro Leder Fash,526468,,Leather / Leather Products,13.60,6.08,-24.64,-10.33,5.29,2.58,28.57,27.27,144.44,5.13,0.67
Rishab Sp. Yarns,514177,,Textiles - Processing,17.04,6.07,,,-14.05,,,,-233.33,,
Royal India Corp,512047,,Trading,2.62,6.05,-75.85,-12.23,-2.26,,-15.75,-548.98,111.54,-28.50,0.64
Citizen Infoline,538786,,Trading,11.19,6.04,-37.70,,-1.54,-1.63,34.78,-95.59,200.00,,
Amerise BioScie,531681,,Finance & Investments,0.91,6.02,96.92,,0.37,0.37,,,196.67,-18.79,35.15
Regent Enterp.,512624,,Trading,1.79,5.99,-17.40,,0.28,-1.42,60.39,-549.28,-31.42,-7.28,
Relic Tech.,511712,,Finance & Investments,16.60,5.98,-8.97,-23.75,7.85,6.36,12.12,11.47,-450.00,10.55,35.91
KMF Builders,531578,,Construction,4.90,5.97,-5.69,2.17,3.23,2.45,-100.00,,-16.67,0.31,-9.62
Tiaan Consumer,540108,,Trading,5.79,5.95,-91.50,,6.76,4.84,-100.00,,-239.13,,
TCI Finance,501242,TCIFINANCE,Finance & Investments,4.50,5.92,-23.93,,,,401.02,,-231.62,-18.44,
Confidence Finan,504340,,Trading,5.77,5.92,-6.12,25.99,0.12,0.05,2447.83,50.31,-600.00,-22.86,-23.72
Delta Industrial,539596,,Trading,10.98,5.92,-35.64,8.74,-0.88,-1.55,-100.00,,108.82,,
RCL Retail,534708,,Food - Processing - Indian,4.80,5.91,,,0.50,0.32,,,,,
Jainco Projects,526865,,Construction,5.90,5.90,51.02,,0.04,0.03,360.00,-13.05,-50.00,3.26,-18.77
Deep Diamond,539559,,Diamond Cutting / Jewellery,18.45,5.90,3.60,128.94,1.02,0.71,190.00,341.40,466.67,,0.51
Universal Office,523519,,Trading,4.00,5.86,,,-3.15,-4.29,,,94.12,5.83,
Haria Exports,512604,HARIAEXPO,Textiles - Products,5.07,5.86,,-15.43,5.92,4.72,,,48.98,-7.32,9.16
Sudal Industries,506003,,Aluminium and Aluminium Products,7.91,5.83,1.28,-12.67,,,39.77,-2.61,-30.53,-7.82,
Pasari Spinning,521080,,Textiles - Cotton/Blended,4.21,5.81,3.08,12.07,10.19,,-23.81,31.25,125.00,-5.55,9.51
Natural Biocon,543207,,Solvent Extraction,5.10,5.80,2.17,0.00,0.16,-0.03,1100.00,95.24,42.86,,
Alps Motor Fin,538423,,Finance & Investments,0.57,5.79,-70.75,,-6.02,-47.36,-100.00,,,,
Photon Capital,509084,,Finance & Investments,38.20,5.77,58.74,186.94,4.59,3.96,,,1971.43,,
Garware Marine,509563,,Miscellaneous,10.00,5.76,8.12,-64.31,1.43,1.18,-6.90,92.85,87.50,1.24,-30.31
Lead Financial S,531288,,Finance & Investments,17.30,5.71,315.70,58.74,-0.96,-0.55,20900.00,101.79,533.33,6.59,0.00
Jain Marmo Inds,539119,,Miscellaneous,18.25,5.71,-21.14,,2.28,-1.53,100.00,128.57,700.00,,
Radaan Media.,590070,RADAAN,Entertainment / Electronic Media Software,1.08,5.69,-29.35,13.38,-25.38,,48.68,10.49,-39.74,-4.98,
SDC Techmedia,535647,,Entertainment / Electronic Media Software,8.75,5.68,-35.67,-32.07,-0.44,-4.88,,,,,
AastamangalamFin,511764,,Finance & Investments,13.25,5.67,5.93,-35.15,2.18,1.53,-200.00,,-440.00,-7.61,-25.73
Esha Media,531259,,Printing & Stationery,7.25,5.66,35.72,25.31,-33.85,,50.00,33.34,-162.50,-5.89,
Thirani Projects,538464,,Finance & Investments,2.79,5.64,-16.19,,-0.14,-0.15,62.50,22.05,-26.67,,21.48
AA Plus Trade,543319,,Trading,6.90,5.63,32.98,23.86,3.45,2.57,,,,,
Prism Medico,512217,,Trading,9.23,5.60,-38.51,,-1.91,-1.42,95.37,83.13,81.48,-11.28,
Neelkanth Rock,531049,,Miscellaneous,11.10,5.59,,56.50,2.44,1.40,,,-79.38,4.07,19.29
Bazel Internatio,539946,,Finance & Investments,38.40,5.59,13.33,128.94,2.80,1.45,44.44,114.22,107.69,,31.10
Priya,524580,PRIYADYES,Trading,18.60,5.58,,20.52,,,,,27.73,-0.55,
Mini Diamonds(I),523373,,Diamond Cutting / Jewellery,16.13,5.56,-6.62,29.68,-0.93,-3.54,123.89,-131.29,-184.00,23.15,2.14
Arihant's Secur.,531017,,Finance & Investments,11.10,5.55,82.97,97.18,6.55,5.56,-48.57,-568.97,-569.23,-4.29,0.45
Quest Financial,539962,,Finance & Investments,0.45,5.55,-3.64,25.91,-0.39,-0.39,0.00,,,,
Krishna Fil. Ind,500248,KRISNAFILA,Textiles - Products,7.10,5.53,,,-56.99,,,,92.59,-1.19,4.62
Melstar Info.,532307,MELSTAR,Computers - Software - Medium / Small,3.25,5.52,-19.05,7.11,-51.87,,-83.89,-71.52,27.59,-5.76,-0.28
Moongipa Capital,530167,,Finance & Investments,18.10,5.52,53.62,86.19,25.97,18.69,182.14,-18.48,3100.00,12.75,73.35
Galada Finance,538881,,Finance & Investments,18.35,5.51,-5.85,-13.38,1.17,-6.90,-24.24,-68.32,-233.33,,
Novateor Resear.,542771,,Personal Care - Indian,11.40,5.51,21.75,2.94,1.07,1.02,,,,,
Aadi Industries,530027,,Plastics Products,5.49,5.49,-51.32,-18.48,,,,,-300.00,-2.22,6.07
Sheetal Diamonds,530525,,Diamond Cutting / Jewellery,5.47,5.47,1.68,6.27,1.40,0.59,-87.57,3456.59,742.86,12.87,
MILGREY FIN.&INV,511018,,Finance & Investments,27.45,5.46,108.01,26.98,-3.76,-4.16,12.50,-49.21,-42.86,,8.20
Munoth Fin.Serv.,531821,,Finance & Investments,10.60,5.45,10.52,24.45,-1.85,-2.04,-23.53,-226.95,-180.00,11.43,6.71
Sri Krishna Con.,539363,,Construction,5.20,5.45,-39.79,-44.87,1.96,2.05,326.32,202.37,536.36,,31.53
Jonjua Overseas,542446,,Computers - Software - Medium / Small,9.51,5.44,59.08,159.62,6.79,7.14,,,,,
Gowra Leasing,530709,,Finance & Investments,18.10,5.43,2.21,14.22,5.97,4.80,-56.76,-329.44,,-1.75,-1.34
T N Steel Tubes,513540,,Steel - Medium / Small,10.60,5.43,-1.67,79.44,-2.85,-9.69,36.80,117.74,104.00,,-3.34
Shyamkamal Inv,505515,,Finance & Investments,6.54,5.42,,36.72,3.38,2.12,,,-225.00,,7.18
Modern Shares,509760,,Finance & Investments,18.40,5.39,8.96,36.23,0.14,-0.26,19.12,-15.99,66.67,-0.76,-6.00
K K Fincorp,503669,,Finance & Investments,9.60,5.38,108.58,175.89,10.64,8.85,4400.00,243.33,4000.00,,27.23
Scintilla Comm,538857,,Finance & Investments,5.36,5.38,-1.16,,0.65,0.36,57.14,76.86,57.14,,
Computer Point,507833,,Trading,1.79,5.37,-75.21,-20.63,0.03,0.02,,,0.00,0.06,-30.31
Shangar Decor,540259,,Miscellaneous,4.35,5.33,-0.11,-35.92,3.39,3.39,1087.50,105.78,75.00,,-9.11
Rainbow Denim,532441,,Textiles - Products,4.00,5.32,-77.84,24.07,,,-37.93,55.56,71.09,-1.17,6.53
Sri Adhik. Bros.,530943,SABTN,Entertainment / Electronic Media Software,1.72,5.32,,14.75,,,,,-50.00,-30.68,0.45
Shiv Om Invst &,539833,,Finance & Investments,0.76,5.32,-12.11,,-1.18,-2.21,751.61,100.51,56.03,,
Omni Ax's,532340,,Computers - Software - Medium / Small,3.08,5.31,,,-1.38,-1.38,,,0.00,-0.38,-3.61
K Z Leasing,511728,,Finance & Investments,17.45,5.30,37.06,63.86,3.65,1.42,-103.57,,-250.00,13.75,9.35
Stanpacks(India),530931,,Packaging,8.69,5.30,8.48,,7.31,-20.34,-4.30,-161.41,-429.41,5.92,
Tavernier Res.,531190,,Trading,8.85,5.29,-9.94,-35.50,-11.82,-21.17,,,75.00,-5.66,10.39
Ceenik Exports,531119,CEENIKEXPO,Textiles - Products,15.80,5.29,,17.69,0.94,-11.29,,,-46.77,3.71,
Innocorp,531929,,Plastics Products,6.65,5.28,-28.95,22.75,-12.80,,-56.67,-157.70,-121.33,9.07,
Advance Petroch.,506947,,Detergents / Intermediates,58.65,5.28,9.46,39.71,11.33,9.80,28.15,-28.35,-84.00,,11.61
Amarnath Sec.,538465,,Finance & Investments,17.55,5.27,-15.66,-26.32,1.96,1.54,0.00,,,,0.00
Organic Coatings,531157,,Chemicals,6.85,5.26,-14.72,-57.47,-1.24,-28.62,35.29,26.11,28.57,-1.29,5.36
SGN Telecoms,531812,,Cables - Power,0.65,5.25,,13.37,-21.34,-21.78,,,-200.00,12.51,
Fabino Life Sci.,543444,,Trading,25.00,5.25,15.02,,7.34,5.14,,,,,
Jayatma Industri,531323,,Textiles - Cotton/Blended,8.49,5.24,-0.63,-40.47,7.34,1.90,-65.50,460.00,-25.00,12.56,11.61
Synthiko Foils,513307,,Aluminium and Aluminium Products,30.05,5.23,-1.09,27.87,23.85,12.74,18.54,-67.38,-90.91,10.64,12.24
Golden Carpets,531928,,Textiles - Products,8.07,5.23,-6.42,-40.16,-0.73,-14.04,-52.50,-176.55,-100.00,12.80,2.85
Integ. Proteins,519606,,Solvent Extraction,14.20,5.22,,25.99,1.35,0.95,,,0.00,,2.92
Hasti Finance,531387,,Finance & Investments,4.81,5.21,-4.18,-35.63,1.04,1.68,-37.50,-60.02,-91.67,-23.30,-25.51
Crane Infra,538770,,Construction,7.18,5.20,-0.43,-1.61,1.57,1.29,189.66,,148.15,,
Thirdwave Fin.,531652,,Finance & Investments,23.50,5.19,29.72,38.67,16.00,14.00,,,-60.00,,14.87
Pecos Hotels,539273,,Hotels,39.65,5.19,-24.90,,-2.54,-4.19,,,,,
Arcee Industries,520121,,Plastics Products,10.08,5.18,,69.56,6.33,5.52,186.53,410.81,316.13,12.51,13.47
Titan Intech,521005,,Trading,20.95,5.18,-4.99,,11.19,-2.68,902.86,1285.31,492.31,10.48,
Anubhav Infrast.,538833,,Construction,2.42,5.18,-14.61,,-0.13,-0.14,-13.16,-58.13,-72.73,,
Abate As Indust,531658,,Trading,10.28,5.16,,,-19.07,-17.03,,,-1600.00,18.84,
Vardhman Concr.,531444,,Cement Products,7.20,5.15,,,-1.72,,,,20.00,-9.22,4.48
Fundviser Capit.,530197,,Dyes And Pigments,13.95,5.15,-15.66,,0.61,0.17,-60.00,-900.00,-110.20,12.26,
Polycon Intl.,531397,,Plastics Products,10.50,5.13,-6.63,,6.46,-7.80,18.52,-25.25,-65.00,-6.33,
SW Investments,503659,,Finance & Investments,57.05,5.13,-88.74,-11.61,3.32,2.68,0.00,71.43,120.00,,3.79
Chemo Pharma Lab,506365,,Pharmaceuticals - Indian - Bulk Drugs,34.10,5.12,,38.67,3.52,3.73,,,600.00,2.79,16.98
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,8.75,5.12,-49.03,,-28.82,-56.91,-99.03,-10251.97,221.43,,
Hittco Tools,531661,,Engineering,8.29,5.11,-2.69,70.23,4.00,-4.91,2.78,170.30,1133.33,1.28,-1.72
Corporate Courie,526737,,Couriers,7.10,5.11,22.09,,-2.39,15.12,-92.31,-1927.87,-600.00,11.09,4.45
Sanathnagar Ent.,509423,BAKELHYLAM,Construction,16.20,5.11,,19.11,-1.89,,-100.00,,-150.00,,
P.M. Telelinnks,513403,,Steel - Medium / Small,5.06,5.10,16.74,142.77,11.58,10.12,1099.15,135.64,1910.00,-29.32,1.84
Constronics,523844,,Healthcare,7.06,5.09,58.02,118.98,4.48,83.72,3.92,677.55,,-12.50,18.37
Ashram Online,526187,TATIASKYLN,Construction,4.24,5.09,-21.37,-37.00,-2.35,-2.35,-61.54,47.04,94.23,7.18,8.27
Aditya Ispat,513513,,Steel - Medium / Small,9.51,5.08,2.06,-4.77,5.66,3.48,6.33,19.39,-41.38,5.63,5.62
Howard Hotels,526761,,Hotels,5.56,5.07,-43.00,,-4.07,-6.48,136.49,505.77,215.38,-5.61,
Catvision Ltd,531158,,Trading,9.29,5.07,-20.95,31.55,2.57,0.22,-16.25,-197.99,-111.90,-2.52,-19.73
Kanel Indust.,500236,KANELOIL,Solvent Extraction,2.75,5.06,-89.39,27.06,,,,,37.50,-1.53,7.62
Anjani Finance,531878,,Finance & Investments,4.99,5.06,-1.73,,1.92,-0.28,-26.67,-890.94,-805.88,1.74,
SHRI NIWAS L& F.,538897,,Finance & Investments,12.67,5.06,-16.60,-28.62,-4.49,-6.12,40.00,153.58,75.00,,19.62
Polytex India,512481,,Finance & Investments,3.74,5.05,-37.58,,-0.55,-0.75,-100.00,,-2800.00,-32.62,
Mega Nirman,539767,,Construction,15.10,5.05,,-25.60,2.34,1.79,,,300.00,,
SC Agrotech,526081,,Miscellaneous,8.38,5.02,,6.27,8.38,13.85,,,100.00,4.51,7.26
Enterprise Intl.,526574,,Trading,16.80,5.01,-45.10,43.15,4.02,2.62,-5.00,-1691.94,-150.00,14.82,-0.69
Lords Ishwar,530065,,Hotels,6.71,5.01,-16.39,-9.59,-0.15,-0.19,49.53,-24.87,900.00,4.77,-4.87
Eurotex Industri,521014,EUROTEXIND,Textiles - Cotton/Blended,5.70,4.99,-77.47,9.55,-51.16,,-99.83,-28737.91,-580.25,-11.01,0.21
Kome-on Commun.,539910,,Entertainment / Electronic Media Software,3.32,4.98,,-17.02,-3.05,-3.07,,,-33.33,,
M P Agro Inds.,506543,,Fertilizers,8.54,4.96,,-24.61,-1.37,-1.37,,,60.00,17.24,9.04
Saffron Industri,531436,,Paper,6.90,4.96,2.72,,-10.50,,-24.60,458.06,43.59,-0.48,5.75
J Taparia Proj,538539,,Finance & Investments,3.06,4.96,,,-0.07,-0.11,,,183.33,,
Olympic Cards,534190,,Printing & Stationery,3.03,4.95,-43.74,-34.10,-2.26,-24.29,-12.70,-334.38,-306.90,-22.15,
Adcon Capital,539506,,Finance & Investments,1.39,4.94,37.95,89.76,6.04,5.03,266.67,145.48,800.00,,35.26
Nidhi Granites,512103,,Finance & Investments,65.85,4.94,,,,,,,540.00,8.43,
Unitech Internat,531867,,Trading,4.86,4.91,-44.44,,6.87,-1.78,-55.61,-61.47,-117.23,-1.46,
RSC Internl.,530179,,Textiles - Processing,8.53,4.91,,24.67,-64.41,-71.38,50.00,233.32,300.00,,
Billwin Indust.,543209,,Textiles - Products,23.00,4.90,93.07,30.06,6.15,4.16,,,,,
Swarna Securitie,531003,,Finance & Investments,16.30,4.89,,32.43,23.44,19.03,-100.00,,5.26,18.09,53.37
CLIO Infotech,530839,,Computers - Software - Medium / Small,4.43,4.87,,,-0.09,-4.39,-100.00,,-40.00,10.38,
Brawn Biotech,530207,,Trading,16.15,4.84,-49.05,,-5.77,-6.16,-5.56,142.97,205.00,6.63,
Ace Engitech,530669,,Finance & Investments,14.65,4.84,63.03,26.30,-23.08,-23.48,733.33,107.00,160.87,,
Kay Power &Paper,530255,,Paper,4.54,4.83,-2.56,44.22,-0.93,-54.48,94.92,128.15,9.52,-4.24,1.18
J R Foods,530915,,Solvent Extraction,5.06,4.81,-79.73,,-73.78,,5.41,-1333.05,-1975.00,,
Devine Impex,531585,,Trading,5.05,4.81,-13.25,0.00,0.30,0.20,-21.74,1049.66,500.00,-9.09,-19.27
Prashant India,519014,,Textiles - Processing,11.29,4.79,1.25,,-3.03,,21.88,392.95,300.00,,6.17
NB Footwear,523242,,Leather / Leather Products,3.53,4.77,,-11.21,,,,,66.67,-4.23,
Ashnisha Indus.,541702,,Trading,1.58,4.77,-50.48,-52.90,-2.54,-4.00,-49.91,45.18,1233.33,,
Pro CLB,540703,,Travel Agencies,9.32,4.76,-72.29,,4.06,-0.88,112.31,-111.78,-50.00,,
Retro Green,519191,,Tea,9.85,4.76,95.51,263.42,10.83,11.02,15.15,-36.84,0.00,,25.89
Beeyu Overseas,532645,,Trading,3.35,4.74,,26.35,-1.45,-2.90,,,200.00,3.05,8.20
Terrascope Ven.,513305,,Miscellaneous,2.87,4.74,250.34,149.33,1.24,1.14,914.37,-72.80,161.11,-13.49,
Classic Leasing,540481,,Finance & Investments,15.70,4.71,33.21,,0.19,,300.00,100.00,33.33,,
Sarda Proteins,519242,,Solvent Extraction,27.10,4.68,14.22,61.53,9.08,5.01,1165.38,132.76,308.33,,14.51
CDG Petchem,534796,,Packaging,15.20,4.68,-7.31,,6.37,-13.10,111.02,-554.96,-120.83,,
Spice Islands Ap,526827,,Textiles - Products,10.86,4.67,-46.01,18.38,-45.00,-95.24,-60.68,108.74,102.70,-0.99,
Bharatiya Glob.,533499,BGLOBAL,Computers - Software - Medium / Small,2.95,4.67,-54.66,,-0.23,-0.62,-100.00,,-153.41,-7.60,
NDA Securities,511535,,Finance & Investments,9.16,4.66,10.76,90.68,2.00,0.23,6.90,180.85,250.00,-7.32,11.08
Transwind Infra.,,TRANSWIND,Engineering - Turnkey Services,6.95,4.65,8.77,32.64,0.85,-0.72,-47.37,142.48,104.35,,1.55
Sikozy Realtors,524642,,Construction,1.04,4.64,,-8.37,-0.19,-1.35,,,35.71,-11.14,5.60
Infra Industries,530777,,Trading,7.75,4.63,-36.09,20.62,-19.08,,27.78,-13.93,-30.00,5.95,
Multipurpose Trd,504356,,Finance & Investments,9.35,4.63,16.26,44.22,3.04,-1.79,-57.89,5.55,105.45,,14.51
United Interacti,502893,,Computers - Software - Medium / Small,25.30,4.63,-56.02,-3.46,8.45,2.49,-38.36,-364.66,60.00,-11.82,9.56
Gretex Industrie,,GRETEX,Textiles - Products,11.00,4.63,-2.77,200.00,0.17,-0.09,,,,,40.04
PFL Infotech,531769,,Computers - Software - Medium / Small,6.18,4.62,,,-12.71,-13.63,,,-809.09,-10.74,
Parker Agrochem,524628,,Trading,9.66,4.62,35.10,-12.22,-21.41,-29.82,1087.27,101.63,100.00,-2.14,
Worldwide Alumi.,526525,,Trading,14.00,4.60,-49.00,26.30,-1.56,-1.67,,,336.36,12.48,-27.23
Padmalaya Tele.,532350,PADMALAYAT,Entertainment / Electronic Media Software,2.70,4.59,-45.47,12.79,2.24,2.46,25.00,-300.00,-400.00,-2.28,
RLF,512618,,Textiles - Products,4.59,4.58,-9.99,,-1.73,-2.73,57.14,-174.24,-269.57,1.09,-5.29
Santosh Fin Fab,530035,,Textiles - Processing,13.00,4.58,-17.48,,-2.16,-7.36,31.72,102.41,-133.33,,
Wagend Infra,503675,,Finance & Investments,0.97,4.57,,14.47,0.92,0.67,,,400.00,-34.45,-19.11
Acewin Agriteck,539570,,Miscellaneous,4.45,4.57,11.46,-28.43,29.07,22.20,3.61,7.93,260.00,,
V B Desai Fin.,511110,VBDESAIFIN,Finance & Investments,10.06,4.56,6.70,-7.17,4.93,3.72,-13.43,-23.00,-52.63,-1.80,7.18
Rich Universe,530271,,Trading,6.27,4.55,47.58,71.00,-0.38,-0.78,28.71,377.98,442.86,-8.38,2.26
Foundry Fuel,513579,,Miscellaneous,5.67,4.55,,11.40,,,,,40.00,-2.24,
Unishire Urban,537582,,Finance & Investments,1.87,4.55,0.23,,-5.38,-5.72,,,,,
SBL Infratech,543366,,Construction,56.05,4.55,,,8.71,7.63,,,,,
Kapil Raj Financ,539679,,Finance & Investments,8.83,4.54,,15.62,2.88,1.98,-100.00,,-115.38,,
Brandbucket Med.,543439,,Miscellaneous,14.40,4.54,36.57,18.00,27.36,35.37,,,,,
G K Consultants,531758,,Finance & Investments,8.51,4.52,-51.60,38.33,0.67,0.39,-93.43,234.90,-111.76,-5.82,14.13
Spectra Industri,513687,,Auto Ancillaries,6.35,4.50,,21.55,-13.97,,,,1.70,-0.67,
Jai Mata Glass,523467,,Glass & Glass Products,0.45,4.50,40.10,,0.56,1.25,57.14,100.00,-44.44,-6.59,7.02
Asia Pack,530899,,Trading,16.95,4.47,-14.50,16.55,1.05,0.80,-85.71,-179.99,142.86,-5.23,9.43
Genera Agri,541999,,Miscellaneous,4.95,4.45,-23.40,-22.72,1.05,1.13,-77.71,124.52,-100.00,,-44.49
Kumbhat Fin.,526869,,Finance & Investments,9.28,4.41,-11.39,28.69,-4.07,-4.14,1000.00,,106.32,9.11,-1.17
N2N Technologies,512279,,Computers - Software - Medium / Small,13.65,4.41,,,-26.91,-27.20,,,6.69,-19.59,
